Index,EntryIndex,Timestamp,ServingCellID,CellIdentity,CellObjectID,Num_Active_UEs,Avg_Serving_RSRP,Avg_Serving_RSRQ,Avg_Serving_SINR,Avg_Serving_TxPower,Num_Neighbor_Cells,Neighbor_Avg_RSRP,Neighbor_Avg_RSRQ,Neighbor_Avg_SINR,Avg_DynLoad,Avg_DynMobility
1,83,80 04:21:33.515,12,131-13331320000,NRCellCU,3,80,114.66666666666667,21,0,13,0,0,3.375,0,2
1,84,80 04:21:33.515,14,131-13331340000,NRCellCU,2,31,122,50,0,12,0,0,1.8125,0,1
1,85,80 04:21:33.516,9,131-13339000000,NRCellCU,4,76.75,44.75,34.25,0,12,0,0,5.4375,0,2
1,86,80 04:21:33.516,14,131-13331340000,NRCellCU,2,97,127,39,0,10,0,0,1.1875,0,1
1,87,80 04:21:33.517,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,88,80 04:21:33.517,12,131-13331320000,NRCellCU,3,68,127,21,30,13,0,0,2.875,0,2
1,89,80 04:21:33.517,2,131-13332000000,NRCellCU,2,88.5,77.5,37.5,0,10,0,0,5,0,9
1,90,80 04:21:33.517,12,131-13331320000,NRCellCU,3,97,59.666666666666664,17.333333333333332,0,12,0,0,2.3333333333333335,0,2
1,91,80 04:21:33.518,13,131-13331330000,NRCellCU,4,70.5,93,17.25,30,13,0,0,3.03125,0,4
1,92,80 04:21:33.518,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,93,80 04:21:33.518,14,131-13331340000,NRCellCU,4,96.25,51.75,30.25,0,13,0,0,2.21875,0,2
1,94,80 04:21:33.519,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,95,80 04:21:33.519,12,131-13331320000,NRCellCU,3,97,94,21.666666666666668,0,13,0,0,2.9166666666666665,0,2
1,96,80 04:21:33.519,13,131-13331330000,NRCellCU,4,77.5,87.75,20,30,12,0,0,3.125,0,4
1,97,80 04:21:33.519,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,98,80 04:21:33.519,12,131-13331320000,NRCellCU,3,75.66666666666667,106.33333333333333,15.666666666666666,0,13,0,0,2.875,0,2
1,99,80 04:21:33.520,9,131-13339000000,NRCellCU,3,83,126.66666666666667,67,30,11,0,0,3.125,0,2
1,100,80 04:21:33.520,13,131-13331330000,NRCellCU,4,83.75,90.75,15.75,30,13,0,0,2.875,0,4
1,101,80 04:21:33.520,9,131-13339000000,NRCellCU,3,67.66666666666667,61,64,30,11,0,0,3.5,0,2
1,102,80 04:21:33.520,12,131-13331320000,NRCellCU,3,97,116.66666666666667,20.333333333333332,30,12,0,0,2.5416666666666665,0,1
1,103,80 04:21:33.521,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,104,80 04:21:33.521,12,131-13331320000,NRCellCU,3,73,127,22.666666666666668,30,13,0,0,2.2916666666666665,0,1
1,105,80 04:21:33.521,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,106,80 04:21:33.521,12,131-13331320000,NRCellCU,3,67,47,16.333333333333332,0,13,0,0,2.7083333333333335,0,1
1,107,80 04:21:33.522,12,131-13331320000,NRCellCU,3,97,116.33333333333333,31.333333333333332,0,13,0,0,2.875,0,1
1,108,80 04:21:33.522,8,131-13338000000,NRCellCU,2,97,104,30.5,30,11,0,0,3,0,3
1,109,80 04:21:33.523,2,131-13332000000,NRCellCU,3,63.333333333333336,127,25.333333333333332,0,11,0,0,4.125,0,4
1,110,80 04:21:33.523,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,111,80 04:21:33.524,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,112,80 04:21:33.524,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,113,80 04:21:33.525,8,131-13338000000,NRCellCU,2,48.5,127,33,30,11,0,0,1.8125,0,3
1,114,80 04:21:33.525,14,131-13331340000,NRCellCU,4,72.75,65,17.5,0,12,0,0,1.84375,0,16
1,115,80 04:21:33.526,14,131-13331340000,NRCellCU,4,97,69,21.25,0,12,0,0,1.15625,0,17
1,116,80 04:21:33.528,8,131-13338000000,NRCellCU,3,77.33333333333333,91,24,30,12,0,0,2.7916666666666665,0,3
1,117,80 04:21:33.528,12,131-13331320000,NRCellCU,3,97,103,22.333333333333332,0,11,0,0,3.9166666666666665,0,1
1,118,80 04:21:33.528,9,131-13339000000,NRCellCU,3,68.66666666666667,95.66666666666667,57,0,12,0,0,2.9583333333333335,0,2
1,119,80 04:21:33.529,9,131-13339000000,NRCellCU,3,43.333333333333336,97.33333333333333,58.333333333333336,0,12,0,0,3.2916666666666665,0,2
1,120,80 04:21:33.529,2,131-13332000000,NRCellCU,4,95.75,99.5,21.25,0,12,0,0,3.1875,0,4
1,121,80 04:21:33.530,12,131-13331320000,NRCellCU,4,97,127,22,0,12,0,0,3.3125,0,1
1,122,80 04:21:33.530,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,123,80 04:21:33.531,14,131-13331340000,NRCellCU,4,88.25,96.25,22.25,0,13,0,0,1.09375,0,20
1,124,80 04:21:33.531,12,131-13331320000,NRCellCU,4,93.75,122.5,25,0,10,0,0,4.21875,0,1
1,125,80 04:21:33.531,14,131-13331340000,NRCellCU,4,86,70,20.75,0,13,0,0,1.15625,0,19
1,126,80 04:21:33.531,11,131-13331310000,NRCellCU,1,97,109,41,30,8,0,0,7,0,0
1,127,80 04:21:33.531,12,131-13331320000,NRCellCU,4,87.5,64.5,25,0,10,0,0,2.75,0,1
1,128,80 04:21:33.531,14,131-13331340000,NRCellCU,3,97,80.66666666666667,23,0,11,0,0,0.4583333333333333,0,19
1,129,80 04:21:33.531,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,130,80 04:21:33.532,2,131-13332000000,NRCellCU,3,73.66666666666667,127,37.333333333333336,0,13,0,0,3.9166666666666665,0,5
1,131,80 04:21:33.532,12,131-13331320000,NRCellCU,4,79.25,69.75,25.75,0,11,0,0,3.21875,0,1
1,132,80 04:21:33.532,8,131-13338000000,NRCellCU,3,87.66666666666667,103.66666666666667,39.666666666666664,30,10,0,0,5.5,0,1
1,133,80 04:21:33.533,2,131-13332000000,NRCellCU,3,73,127,34.666666666666664,0,11,0,0,3.0416666666666665,0,5
1,134,80 04:21:33.533,13,131-13331330000,NRCellCU,4,80.75,82.25,31.25,30,11,0,0,2.21875,0,5
1,135,80 04:21:33.533,9,131-13339000000,NRCellCU,3,73.33333333333333,109.33333333333333,62.333333333333336,30,11,0,0,3.75,0,2
1,136,80 04:21:33.533,14,131-13331340000,NRCellCU,2,76.5,72.5,35,0,10,0,0,0.0625,0,15
1,137,80 04:21:33.534,15,131-13331350000,NRCellCU,1,97,26,21,0,8,0,0,2.75,0,0
1,138,80 04:21:33.535,8,131-13338000000,NRCellCU,3,91,102.66666666666667,40.666666666666664,0,10,0,0,3.625,0,1
1,139,80 04:21:33.535,12,131-13331320000,NRCellCU,4,46.75,83,20.75,0,11,0,0,3.4375,0,2
1,140,80 04:21:33.535,8,131-13338000000,NRCellCU,3,64.66666666666667,85.66666666666667,42.333333333333336,0,10,0,0,4.625,0,1
1,141,80 04:21:33.536,13,131-13331330000,NRCellCU,4,97,92.5,33.25,30,12,0,0,3.90625,0,5
1,142,80 04:21:33.536,14,131-13331340000,NRCellCU,3,85.66666666666667,127,18.666666666666668,0,11,0,0,0.7083333333333334,0,10
1,143,80 04:21:33.536,2,131-13332000000,NRCellCU,3,78,104.66666666666667,46,0,10,0,0,3.7916666666666665,0,3
1,144,80 04:21:33.536,15,131-13331350000,NRCellCU,1,97,127,20,0,8,0,0,4.625,0,0
1,145,80 04:21:33.536,12,131-13331320000,NRCellCU,4,52.5,110.75,21.25,0,11,0,0,4.25,0,2
1,146,80 04:21:33.536,8,131-13338000000,NRCellCU,3,82.66666666666667,78,40.333333333333336,30,10,0,0,4.416666666666667,0,1
1,147,80 04:21:33.536,14,131-13331340000,NRCellCU,3,65,88,22,30,11,0,0,1.9166666666666667,0,10
1,148,80 04:21:33.537,2,131-13332000000,NRCellCU,4,50.75,111.25,46.5,30,11,0,0,4.03125,0,3
1,149,80 04:21:33.537,8,131-13338000000,NRCellCU,3,42.666666666666664,96.33333333333333,38.666666666666664,30,10,0,0,3.7916666666666665,0,1
1,150,80 04:21:33.538,12,131-13331320000,NRCellCU,4,87.25,126.5,30,0,11,0,0,2.28125,0,2
1,151,80 04:21:33.538,9,131-13339000000,NRCellCU,4,88.5,99.5,53.5,30,11,0,0,2.34375,0,1
1,152,80 04:21:33.538,2,131-13332000000,NRCellCU,3,72,45.333333333333336,44.333333333333336,30,12,0,0,2.7083333333333335,0,2
1,153,80 04:21:33.538,2,131-13332000000,NRCellCU,3,97,50.666666666666664,42,30,11,0,0,2.5416666666666665,0,2
1,154,80 04:21:33.539,14,131-13331340000,NRCellCU,3,74.66666666666667,127,19,0,11,0,0,0.7083333333333334,0,9
1,155,80 04:21:33.539,9,131-13339000000,NRCellCU,4,75.25,73.75,45,0,11,0,0,1.9375,0,1
1,156,80 04:21:33.540,14,131-13331340000,NRCellCU,3,69.66666666666667,102.66666666666667,15.666666666666666,0,11,0,0,0.7916666666666666,0,8
1,157,80 04:21:33.540,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,158,80 04:21:33.540,12,131-13331320000,NRCellCU,3,67.66666666666667,71.33333333333333,5.666666666666667,0,10,0,0,3.0416666666666665,0,2
1,159,80 04:21:33.540,2,131-13332000000,NRCellCU,4,97,90.75,39.75,30,11,0,0,4.375,0,4
1,160,80 04:21:33.541,13,131-13331330000,NRCellCU,3,95.33333333333333,108.66666666666667,37.333333333333336,0,13,0,0,1.0416666666666667,0,7
1,161,80 04:21:33.542,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,162,80 04:21:33.542,13,131-13331330000,NRCellCU,3,76,44,32.666666666666664,0,12,0,0,1.5,0,7
1,163,80 04:21:33.542,2,131-13332000000,NRCellCU,4,60.5,88.75,35.75,30,11,0,0,2.75,0,4
1,164,80 04:21:33.542,12,131-13331320000,NRCellCU,3,68.66666666666667,44.666666666666664,21.333333333333332,0,10,0,0,2.3333333333333335,0,2
1,165,80 04:21:33.543,8,131-13338000000,NRCellCU,4,76.25,101.5,28.75,0,13,0,0,3.5625,0,3
1,166,80 04:21:33.544,13,131-13331330000,NRCellCU,3,93,95,29,30,12,0,0,1.375,0,7
1,167,80 04:21:33.544,15,131-13331350000,NRCellCU,1,10,127,27,30,8,0,0,5,0,0
1,168,80 04:21:33.545,14,131-13331340000,NRCellCU,4,85,109,29,0,12,0,0,0.8125,0,6
1,169,80 04:21:33.545,8,131-13338000000,NRCellCU,4,54.25,105,25,30,12,0,0,2.6875,0,3
1,170,80 04:21:33.546,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,171,80 04:21:33.546,12,131-13331320000,NRCellCU,4,90,106.5,16.75,0,11,0,0,3.1875,0,2
1,172,80 04:21:33.546,13,131-13331330000,NRCellCU,3,97,93.66666666666667,35.333333333333336,30,13,0,0,1.5416666666666667,0,7
1,173,80 04:21:33.547,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,174,80 04:21:33.547,14,131-13331340000,NRCellCU,4,57.5,123.25,30.75,0,11,0,0,1.28125,0,5
1,175,80 04:21:33.547,15,131-13331350000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,176,80 04:21:33.547,12,131-13331320000,NRCellCU,4,89.5,95,17.25,0,12,0,0,3.46875,0,2
1,177,80 04:21:33.549,8,131-13338000000,NRCellCU,4,80,108.75,34.75,0,11,0,0,2,0,6
1,178,80 04:21:33.549,15,131-13331350000,NRCellCU,1,97,127,12,0,8,0,0,1.5,0,0
1,179,80 04:21:33.550,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,180,80 04:21:33.550,12,131-13331320000,NRCellCU,3,85,51.666666666666664,13.333333333333334,0,11,0,0,4.333333333333333,0,1
1,181,80 04:21:33.551,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,182,80 04:21:33.551,8,131-13338000000,NRCellCU,4,81,105,31.75,0,12,0,0,2.5625,0,6
1,183,80 04:21:33.551,15,131-13331350000,NRCellCU,1,97,127,14,0,8,0,0,1.25,0,0
1,184,80 04:21:33.551,8,131-13338000000,NRCellCU,4,83.25,96.25,30.5,0,12,0,0,2.46875,0,6
1,185,80 04:21:33.553,13,131-13331330000,NRCellCU,4,74.75,86.25,37,0,12,0,0,4.4375,0,5
1,186,80 04:21:33.553,12,131-13331320000,NRCellCU,3,97,118.66666666666667,4.666666666666667,0,12,0,0,2.5833333333333335,0,2
1,187,80 04:21:33.554,15,131-13331350000,NRCellCU,1,97,127,18,30,8,0,0,2.125,0,0
1,188,80 04:21:33.554,13,131-13331330000,NRCellCU,4,97,104.5,39.25,0,12,0,0,3.4375,0,5
1,189,80 04:21:33.556,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,190,80 04:21:33.557,8,131-13338000000,NRCellCU,4,52,71.75,54.5,30,12,0,0,4,0,7
1,191,80 04:21:33.557,8,131-13338000000,NRCellCU,4,97,94,52,0,11,0,0,4.90625,0,6
1,192,80 04:21:33.558,8,131-13338000000,NRCellCU,4,81.75,101.25,51,0,12,0,0,4,0,6
1,193,80 04:21:33.558,15,131-13331350000,NRCellCU,1,22,127,24,30,8,0,0,3.375,0,0
1,194,80 04:21:33.558,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,195,80 04:21:33.558,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,196,80 04:21:33.559,8,131-13338000000,NRCellCU,4,93,79.75,48.25,0,12,0,0,4.5625,0,5
1,197,80 04:21:33.559,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,198,80 04:21:33.559,8,131-13338000000,NRCellCU,4,85.5,123.75,48,0,12,0,0,4.6875,0,4
1,199,80 04:21:33.560,8,131-13338000000,NRCellCU,4,70.5,98,51.25,0,13,0,0,4,0,4
1,200,80 04:21:33.560,2,131-13332000000,NRCellCU,3,85.33333333333333,127,27,30,12,0,0,3.5416666666666665,0,9
1,201,80 04:21:33.561,2,131-13332000000,NRCellCU,3,81.33333333333333,87.66666666666667,32.666666666666664,30,12,0,0,3.125,0,10
1,202,80 04:21:33.562,13,131-13331330000,NRCellCU,4,41.5,91.75,33.25,0,13,0,0,1.71875,0,15
1,203,80 04:21:33.562,9,131-13339000000,NRCellCU,4,64,66,50,0,12,0,0,2.8125,0,8
1,204,80 04:21:33.563,13,131-13331330000,NRCellCU,4,80.25,94.25,29,0,13,0,0,2.03125,0,14
1,205,80 04:21:33.563,9,131-13339000000,NRCellCU,4,71.5,88.25,62.25,0,12,0,0,4.40625,0,8
1,206,80 04:21:33.563,2,131-13332000000,NRCellCU,3,97,96.33333333333333,33.333333333333336,30,13,0,0,2.625,0,12
1,207,80 04:21:33.563,15,131-13331350000,NRCellCU,2,97,99,6,30,10,0,0,2.8125,0,0
1,208,80 04:21:33.563,8,131-13338000000,NRCellCU,4,46.25,55.25,40,30,11,0,0,4.875,0,4
1,209,80 04:21:33.563,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,210,80 04:21:33.564,12,131-13331320000,NRCellCU,3,95.66666666666667,56.666666666666664,18,0,13,0,0,3.0833333333333335,0,1
1,211,80 04:21:33.564,2,131-13332000000,NRCellCU,3,41.333333333333336,117,26.333333333333332,30,12,0,0,3,0,13
1,212,80 04:21:33.564,15,131-13331350000,NRCellCU,2,97,127,9.5,30,11,0,0,2.9375,0,0
1,213,80 04:21:33.564,12,131-13331320000,NRCellCU,3,51.666666666666664,58.666666666666664,21.666666666666668,0,13,0,0,3.3333333333333335,0,1
1,214,80 04:21:33.565,14,131-13331340000,NRCellCU,4,72.75,109.25,26,30,11,0,0,2,0,3
1,215,80 04:21:33.566,13,131-13331330000,NRCellCU,4,74.5,122.75,40,0,13,0,0,2.875,0,12
1,216,80 04:21:33.566,14,131-13331340000,NRCellCU,3,76,84,21.333333333333332,30,9,0,0,1.375,0,4
1,217,80 04:21:33.566,13,131-13331330000,NRCellCU,4,67,100,35.25,30,12,0,0,2.9375,0,12
1,218,80 04:21:33.566,9,131-13339000000,NRCellCU,4,70.25,88,52.5,30,12,0,0,3.1875,0,8
1,219,80 04:21:33.567,15,131-13331350000,NRCellCU,2,97,18.5,0,30,10,0,0,0.5,0,0
1,220,80 04:21:33.567,13,131-13331330000,NRCellCU,4,67.75,78,35.75,30,12,0,0,2.71875,0,12
1,221,80 04:21:33.567,9,131-13339000000,NRCellCU,4,97,127,46.5,30,12,0,0,3.6875,0,9
1,222,80 04:21:33.567,2,131-13332000000,NRCellCU,3,84,127,22.666666666666668,30,12,0,0,2.4583333333333335,0,13
1,223,80 04:21:33.567,12,131-13331320000,NRCellCU,3,75.66666666666667,42,23,30,12,0,0,1.5,0,2
1,224,80 04:21:33.567,8,131-13338000000,NRCellCU,3,75.33333333333333,80,29.333333333333332,0,12,0,0,3.7916666666666665,0,3
1,225,80 04:21:33.567,2,131-13332000000,NRCellCU,3,45.333333333333336,85,28,30,12,0,0,2,0,13
1,226,80 04:21:33.568,13,131-13331330000,NRCellCU,4,53,79.25,38.75,0,13,0,0,1.90625,0,11
1,227,80 04:21:33.568,9,131-13339000000,NRCellCU,4,90.75,63.25,52.75,0,13,0,0,3.875,0,9
1,228,80 04:21:33.568,15,131-13331350000,NRCellCU,2,83,107.5,14,30,10,0,0,0.375,0,1
1,229,80 04:21:33.568,7,131-13337000000,NRCellCU,4,85.5,59.75,22.25,30,12,0,0,3.15625,0,22
1,230,80 04:21:33.569,12,131-13331320000,NRCellCU,2,97,107,18.5,0,10,0,0,0.875,0,1
1,231,80 04:21:33.569,8,131-13338000000,NRCellCU,3,68,108.33333333333333,32,30,11,0,0,3.0416666666666665,0,4
