Index,EntryIndex,Timestamp,ServingCellID,CellIdentity,CellObjectID,UE_ID,Serving_PCI,Neighbor_PCI,RSRP,RSRQ,SINR,TxPower
13,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,2,0,0,0,0
14,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,14,0,0,0,0
15,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,8,0,0,0,0
16,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,7,0,0,0,0
17,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,3,0,0,24,0
18,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,6,0,0,18,0
19,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,5,0,0,0,0
20,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,8,0,0,0,0
21,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,13,0,0,0,0
22,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,2,0,0,0,0
23,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,11,0,0,0,0
24,10,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,14,0,0,0,0
1,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,5,0,0,11,0
2,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,3,0,0,7,0
3,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,10,0,0,1,0
4,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,13,0,0,0,0
5,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,14,0,0,0,0
6,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,2,0,0,0,0
7,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,4,0,0,0,0
8,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00032,9,7,0,0,0,0
9,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,6,0,0,6,0
10,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,14,0,0,5,0
11,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,8,0,0,0,0
12,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,5,0,0,0,0
13,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,2,0,0,0,0
14,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,10,0,0,0,0
15,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,7,0,0,0,0
16,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00010,9,4,0,0,0,0
17,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,5,0,0,27,0
18,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,3,0,0,24,0
19,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,6,0,0,24,0
20,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,8,0,0,0,0
21,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,13,0,0,0,0
22,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,2,0,0,0,0
23,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,14,0,0,0,0
24,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00007,9,7,0,0,0,0
25,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,5,0,0,21,0
26,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,2,0,0,21,0
27,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,8,0,0,0,0
28,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,4,0,0,0,0
29,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,11,0,0,0,0
30,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,13,0,0,0,0
31,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,7,0,0,0,0
32,12,80 04:21:33.493,9,131-13339000000,NRCellCU,00020,9,15,0,0,0,0
1,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,13,0,0,35,0
2,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,3,0,0,27,0
3,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,8,0,0,1,0
4,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,9,0,0,0,0
5,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,11,0,0,0,0
6,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,10,0,0,0,0
7,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,2,0,0,0,0
8,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00003,5,6,0,0,0,0
9,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,13,0,0,20,0
10,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,9,0,0,12,0
11,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,8,0,0,10,0
12,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,2,0,0,9,0
13,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,6,0,0,0,0
14,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,3,0,0,0,0
15,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,14,0,0,0,0
16,13,80 04:21:33.493,5,131-13335000000,NRCellCU,00067,5,15,0,0,0,0
1,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,2,0,0,9,0
2,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,4,0,0,6,0
3,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,7,0,0,0,0
4,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,10,0,0,0,0
5,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,11,0,0,0,0
6,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,9,0,0,0,0
7,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,13,0,0,0,0
8,15,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,6,0,0,0,0
1,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,4,0,0,12,0
2,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,2,0,0,6,0
3,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,10,0,0,0,0
4,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,7,0,0,0,0
5,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,9,0,0,0,0
6,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,11,0,0,0,0
7,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,6,0,0,0,0
8,16,80 04:21:33.494,12,131-13331320000,NRCellCU,00019,12,14,0,0,0,0
1,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,4,0,0,12,0
2,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,2,0,0,6,0
3,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,10,0,0,0,0
4,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,7,0,0,0,0
5,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,11,0,0,0,0
6,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,9,0,0,0,0
7,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,6,0,0,0,0
8,17,80 04:21:33.495,12,131-13331320000,NRCellCU,00019,12,13,0,0,0,0
1,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,4,0,0,32,0
2,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,2,0,0,8,0
3,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,10,0,0,0,0
4,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,7,0,0,0,0
5,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,9,0,0,0,0
6,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,11,0,0,0,0
7,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,6,0,0,0,0
8,18,80 04:21:33.496,12,131-13331320000,NRCellCU,00019,12,13,0,0,0,0
1,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,5,0,0,25,0
2,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,2,0,0,23,0
3,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,8,0,0,0,0
4,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,7,0,0,0,0
5,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,11,0,0,0,0
6,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,4,0,0,0,0
7,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,14,0,0,0,0
8,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00020,9,6,0,0,0,0
9,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,6,0,0,23,0
10,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,5,0,0,4,0
11,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,3,0,0,2,0
12,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,8,0,0,0,0
13,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,2,0,0,0,0
14,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,13,0,0,0,0
15,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,14,0,0,0,0
16,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00007,9,11,0,0,0,0
17,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,8,0,0,7,0
18,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,14,0,0,3,0
19,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,6,0,0,0,0
20,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,4,0,0,0,0
21,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,10,0,0,0,0
22,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,5,0,0,0,0
23,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,11,0,0,0,0
24,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00010,9,13,0,0,0,0
25,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,5,0,0,19,0
26,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,3,0,0,11,0
27,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,13,0,0,7,0
28,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,14,0,0,0,0
29,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,2,0,0,0,0
30,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,15,0,0,0,0
31,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,8,0,0,0,0
32,19,80 04:21:33.497,9,131-13339000000,NRCellCU,00032,9,10,0,0,0,0
1,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,3,0,0,19,0
2,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,4,0,0,0,0
3,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,6,0,0,0,0
4,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,8,0,0,0,0
5,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,5,0,0,0,0
6,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,11,0,0,0,0
7,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,14,0,0,0,0
8,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00015,7,2,0,0,0,0
9,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,4,0,0,17,0
10,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,15,0,0,6,0
11,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,5,0,0,0,0
12,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,12,0,0,0,0
13,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,10,0,0,0,0
14,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,3,0,0,0,0
15,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,11,0,0,0,0
16,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00001,7,13,0,0,0,0
17,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,3,0,0,8,0
18,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,15,0,0,2,0
19,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,11,0,0,0,0
20,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,2,0,0,0,0
21,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,4,0,0,0,0
22,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,8,0,0,0,0
23,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,5,0,0,0,0
24,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00012,7,6,0,0,0,0
25,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,4,0,0,20,0
26,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,8,0,0,0,0
27,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,5,0,0,0,0
28,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,9,0,0,0,0
29,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,2,0,0,0,0
30,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,10,0,0,0,0
31,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,14,0,0,0,0
32,20,80 04:21:33.497,7,131-13337000000,NRCellCU,00018,7,13,0,0,0,0
1,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,4,0,0,36,0
2,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,2,0,0,2,0
3,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,10,0,0,0,0
4,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,11,0,0,0,0
5,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,7,0,0,0,0
6,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,9,0,0,0,0
7,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,6,0,0,0,0
8,21,80 04:21:33.497,12,131-13331320000,NRCellCU,00019,12,13,0,0,0,0
1,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,6,0,0,10,0
2,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,9,0,0,7,0
3,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,10,0,0,0,0
4,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,2,0,0,0,0
5,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,5,0,0,0,0
6,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,7,0,0,0,0
7,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,11,0,0,0,0
8,22,80 04:21:33.498,14,131-13331340000,NRCellCU,00023,14,15,0,0,0,0
1,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,5,0,0,14,0
2,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,8,0,0,0,0
3,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,6,0,0,0,0
4,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,9,0,0,0,0
5,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,3,0,0,0,0
6,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,7,0,0,0,0
7,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,10,0,0,0,0
8,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00066,13,11,0,0,0,0
9,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,5,0,0,28,0
10,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,8,0,0,6,0
11,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,3,0,0,0,0
12,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,9,0,0,0,0
13,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,14,0,0,0,0
14,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,2,0,0,0,0
15,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,11,0,0,0,0
16,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00005,13,15,0,0,0,0
17,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,5,0,0,18,0
18,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,6,0,0,0,0
19,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,9,0,0,0,0
20,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,8,0,0,0,0
21,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,2,0,0,0,0
22,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,3,0,0,0,0
23,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,10,0,0,0,0
24,24,80 04:21:33.499,13,131-13331330000,NRCellCU,00014,13,11,0,0,0,0
1,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,4,0,0,15,0
2,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,8,0,0,1,0
3,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,9,0,0,0,0
4,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,14,0,0,0,0
5,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,2,0,0,0,0
6,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,5,0,0,0,0
7,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,3,0,0,0,0
8,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00018,7,10,0,0,0,0
9,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,4,0,0,7,0
10,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,15,0,0,0,0
11,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,5,0,0,0,0
12,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,12,0,0,0,0
13,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,3,0,0,0,0
14,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,10,0,0,0,0
15,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,13,0,0,0,0
16,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00001,7,9,0,0,0,0
17,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,11,0,0,12,0
18,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,3,0,0,5,0
19,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,8,0,0,3,0
20,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,15,0,0,0,0
21,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,2,0,0,0,0
22,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,4,0,0,0,0
23,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,9,0,0,0,0
24,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00012,7,5,0,0,0,0
25,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00015,7,3,0,0,16,0
26,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00015,7,8,0,0,0,0
27,25,80 04:21:33.499,7,131-13337000000,NRCellCU,00015,7,11,0,0,0,0
